1059955199	20220824	202208	2022	2022.6411	UKRGOV	KYIV	UKR					GOV			RUS	RUSSIAN	RUS								0	194	194	19	4	-10.0	6	1	6	-5.09138381201045	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20220824103000	https://www.itv.com/news/2022-08-24/ukraine-braces-for-russia-attacks-as-it-defiantly-marks-independence-day
1059955200	20220824	202208	2022	2022.6411	UKRHLH	UKRAINE	UKR					HLH			UKR	UKRAINE	UKR								1	043	043	04	1	2.8	2	1	2	1.15830115830116	4	Uzhhorod, Zakarpats'ka Oblast', Ukraine	UP	UP25	25457	48.6167	22.3	-1057311	4	Uzhhorod, Zakarpats'ka Oblast', Ukraine	UP	UP25	25457	48.6167	22.3	-1057311	4	Uzhhorod, Zakarpats'ka Oblast', Ukraine	UP	UP25	25457	48.6167	22.3	-1057311	20220824103000	https://www.nursingtimes.net/news/charities/nurse-helps-provide-medical-aid-to-hospitals-in-ukraine-24-08-2022/
1059955201	20220824	202208	2022	2022.6411	UKRMIL	UKRAINE	UKR					MIL			UKR	UKRAINIAN	UKR								0	051	051	05	1	3.4	1	1	1	-3.64618501012829	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	4	Kyiv, Kyyiv, Misto, Ukraine	UP	UP12	28554	50.4333	30.5167	-1044367	1	Belarus	BO	BO		53	28	BO	20220824103000	https://www.aljazeera.com/news/2022/8/24/6-months-since-russia-invaded-ukraine-what-next-for-both-sides
1059955202	20220824	202208	2022	2022.6411	UKRMIL	UKRAINE	UKR					MIL			UKR	UKRAINIAN	UKR								0	051	051	05	1	3.4	1	1	1	-3.64618501012829	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	1	Belarus	BO	BO		53	28	BO	20220824103000	https://www.aljazeera.com/news/2022/8/24/6-months-since-russia-invaded-ukraine-what-next-for-both-sides
1059955203	20220824	202208	2022	2022.6411	USA	MONTANA	USA																		0	010	010	01	1	0.0	4	1	4	-5.31914893617022	4	Coningsby, Lincolnshire, United Kingdom	UK	UKH7	40120	53.1167	-0.166667	-2593146	0								4	Coningsby, Lincolnshire, United Kingdom	UK	UKH7	40120	53.1167	-0.166667	-2593146	20220824103000	https://ca.news.yahoo.com/2022s-extreme-weather-095209869.html
1059955204	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	1	1	1	-2.76564774381369	4	Bennett Island, Sakha (Yakutiya), Russia	RS	RS63	25092	76.7333	149.5	-2884767	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059955205	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	1	1	1	-2.76564774381369	4	Bennett Island, Sakha (Yakutiya), Russia	RS	RS63	25092	76.7333	149.5	-2884767	0								4	Bennett Island, Sakha (Yakutiya), Russia	RS	RS63	25092	76.7333	149.5	-2884767	20220824103000	https://www.nationalgeographic.com/travel/article/these-fabled-ghost-islands-exist-only-in-atlases
1059955206	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	1	1	1	1.27684271619268	3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	0								3	Brooklyn, Washington, United States	US	USWA	WA049	46.7762	-123.51	1510840	20220824103000	https://www.washingtonpost.com/technology/2022/08/24/nimcel-influencers-tiktok-youtube/
1059955207	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	1	1	1	-5.31914893617022	3	Park County, Montana, United States	US	USMT	MT067	45.4833	-110.567	1720027	0								3	Park County, Montana, United States	US	USMT		45.4833	-110.567	1720027	20220824103000	https://ca.news.yahoo.com/2022s-extreme-weather-095209869.html
1059955208	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	5	1	5	-5.31914893617022	3	Park County, Montana, United States	US	USMT	MT067	45.4833	-110.567	1720027	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	20220824103000	https://ca.news.yahoo.com/2022s-extreme-weather-095209869.html
1059955209	20220824	202208	2022	2022.6411	USA	AMERICAN	USA																		0	010	010	01	1	0.0	1	1	1	-5.65286624203821	3	National Hurricane Center, Florida, United States	US	USFL	FL086	25.7522	-80.3836	2077550	0								3	National Hurricane Center, Florida, United States	US	USFL		25.7522	-80.3836	2077550	20220824103000	https://abcnews.go.com/US/30th-anniversary-hurricane-andrew-modern-day-storms-carry/story?id=88400815
1059955210	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	010	010	01	1	0.0	4	1	4	-8.05687203791469	3	Teutopolis, Illinois, United States	US	USIL	IL049	39.1331	-88.472	419609	0								3	Teutopolis, Illinois, United States	US	USIL	IL049	39.1331	-88.472	419609	20220824103000	https://www.advantagenews.com/news/local/granite-city-news/illinois-continues-to-lag-national-unemployment-rate/article_b80f0ea2-22ee-11ed-8315-2f2cc507a133.html
1059955211	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	2	1	2	1.73410404624278	3	Lytle Creek, Iowa, United States	US	USIA	IA097	42.1875	-90.7521	458703	0								3	Lytle Creek, Iowa, United States	US	USIA		42.1875	-90.7521	458703	20220824103000	https://www.cpioneer.com/news/article_da42c959-0a52-5080-8d74-9a4a2ae1a459.html
1059955212	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	010	010	01	1	0.0	4	1	4	-5.62560620756547	3	Shawnee County, Kansas, United States	US	USKS	KS177	39.05	-95.7669	485051	0								3	Shawnee County, Kansas, United States	US	USKS		39.05	-95.7669	485051	20220824103000	https://www.cjonline.com/story/news/crime/2022/08/23/defense-calls-witnesses-dana-chandler-murder-trial/7867754001/
1059955213	20220824	202208	2022	2022.6411	USA	JERSEY	USA																		1	010	010	01	1	0.0	4	1	4	9.86547085201799	1	Jersey	JE	JE		49.216667	-2.116667	JE	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	20220824103000	http://www.msn.com/en-us/news/world/war-veteran-celebrates-100th-birthday/ar-AA112urw
1059955214	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	011	011	01	1	-0.1	4	1	4	-1.96078431372549	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20220824103000	https://www.civilbeat.org/2022/08/an-explosive-report-on-the-former-state-auditor-describes-an-office-in-turmoil/
1059955215	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	012	012	01	1	-0.4	4	1	4	-0.85929108485499	3	Mills College, California, United States	US	USCA	CA001	37.7796	-122.182	228767	0								3	Mills College, California, United States	US	USCA		37.7796	-122.182	228767	20220824103000	https://www.vnews.com/Hartford-Town-Manager-gets-six-month-review-one-year-late-47618180
1059955216	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	012	012	01	1	-0.4	4	1	4	-2.46305418719212	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	0								3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	20220824103000	https://www.northwestgeorgianews.com/tribune/regional/top-u-s-cruise-lines-set-to-allow-passengers-without-covid-19-shots-on-most/article_b7325118-7f72-56e6-a564-804c3850e0b2.html
1059955217	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	013	013	01	1	0.4	2	1	2	0.94191522762952	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20220824103000	https://www.eastvalleytribune.com/casteel-other-cusd-schools-get-updated-cafeterias/article_61e00f95-6fee-5950-aec1-bcd95464e5a9.html
1059955218	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	020	020	02	1	3.0	4	1	4	-2.46305418719212	3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	0								3	Tampa, Florida, United States	US	USFL	FL057	27.9475	-82.4584	292005	20220824103000	https://www.northwestgeorgianews.com/tribune/regional/top-u-s-cruise-lines-set-to-allow-passengers-without-covid-19-shots-on-most/article_b7325118-7f72-56e6-a564-804c3850e0b2.html
1059955219	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	8	1	4	2.10526315789474	3	Burlington, Texas, United States	US	USTX	TX331	31.0152	-96.9967	1353333	0								3	Burlington, Texas, United States	US	USTX	TX331	31.0152	-96.9967	1353333	20220824103000	https://www.kbur.com/2022/08/24/texas-tenors-return-to-burlington-to-kick-off-civic-musics-93rd-season/
1059955220	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	4	1	2	2.10526315789474	3	Burlington, Texas, United States	US	USTX	TX331	31.0152	-96.9967	1353333	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824103000	https://www.kbur.com/2022/08/24/texas-tenors-return-to-burlington-to-kick-off-civic-musics-93rd-season/
1059955221	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	6	1	6	1.4367816091954	3	New Carlisle, Indiana, United States	US	USIN	IN141	41.7003	-86.5095	452704	0								3	New Carlisle, Indiana, United States	US	USIN		41.7003	-86.5095	452704	20220824103000	https://www.wibc.com/news/local-indiana/electric-car-battery-maker-considers-building-new-plant-in-northern-indiana/
1059955222	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	1	1	1	-5.62560620756547	3	Shawnee County, Kansas, United States	US	USKS	KS177	39.05	-95.7669	485051	0								3	Shawnee County, Kansas, United States	US	USKS		39.05	-95.7669	485051	20220824103000	https://www.cjonline.com/story/news/crime/2022/08/23/defense-calls-witnesses-dana-chandler-murder-trial/7867754001/
1059955223	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	043	043	04	1	2.8	1	1	1	-5.62560620756547	3	Shawnee County, Kansas, United States	US	USKS	KS177	39.05	-95.7669	485051	0								2	Missouri, United States	US	USMO		38.4623	-92.302	MO	20220824103000	https://www.cjonline.com/story/news/crime/2022/08/23/defense-calls-witnesses-dana-chandler-murder-trial/7867754001/
1059955224	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	043	043	04	1	2.8	8	1	8	3.72670807453416	3	Rye Beach, New Hampshire, United States	US	USNH	NH015	42.9768	-70.7656	869657	0								3	Rye Beach, New Hampshire, United States	US	USNH		42.9768	-70.7656	869657	20220824103000	https://b985.fm/heres-when-grandparents-local-heroes-get-in-free-at-story-land-in-new-hampshire/
1059955225	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	046	046	04	1	7.0	2	1	2	1.27684271619268	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20220824103000	https://www.washingtonpost.com/technology/2022/08/24/nimcel-influencers-tiktok-youtube/
1059955226	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	050	050	05	1	3.5	2	1	2	0.55452865064695	2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	0								2	Arkansas, United States	US	USAR		34.9513	-92.3809	AR	20220824103000	https://www.arkansasonline.com/news/2022/aug/24/legislators-ok-funds-for-world-services-for-the/
1059955227	20220824	202208	2022	2022.6411	USA	AMERICAN	USA																		0	051	051	05	1	3.4	2	1	2	-5.52380952380952	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	0								4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	20220824103000	https://www.foxnews.com/politics/republicans-say-afghanistan-withdrawal-haunting-americans-vow-lead-charge-honoring-sacrifice
1059955228	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	051	051	05	1	3.4	2	1	2	0.94043887147336	3	Berrien County, Michigan, United States	US	USMI	MI021	41.95	-86.4167	1622953	0								3	Berrien County, Michigan, United States	US	USMI		41.95	-86.4167	1622953	20220824103000	https://www.heraldpalladium.com/communities/stevensville/lakeshore-schools-recall-attempt-fails-due-to-lack-of-valid-signatures/article_8ab2c5a0-f0a4-5417-8d5c-9056867e7893.html
1059955229	20220824	202208	2022	2022.6411	USA	JERSEY	USA																		1	051	051	05	1	3.4	4	1	4	9.86547085201799	1	Jersey	JE	JE		49.216667	-2.116667	JE	0								1	Jersey	JE	JE		49.216667	-2.116667	JE	20220824103000	http://www.msn.com/en-us/news/world/war-veteran-celebrates-100th-birthday/ar-AA112urw
1059955230	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	6	1	6	3.72670807453416	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	0								3	Rye Beach, New Hampshire, United States	US	USNH		42.9768	-70.7656	869657	20220824103000	https://b985.fm/heres-when-grandparents-local-heroes-get-in-free-at-story-land-in-new-hampshire/
1059955231	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	051	051	05	1	3.4	2	1	2	3.72670807453416	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20220824103000	https://b985.fm/heres-when-grandparents-local-heroes-get-in-free-at-story-land-in-new-hampshire/
1059955232	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	060	060	06	2	6.0	4	1	4	-5.62560620756547	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20220824103000	https://www.cjonline.com/story/news/crime/2022/08/23/defense-calls-witnesses-dana-chandler-murder-trial/7867754001/
1059955233	20220824	202208	2022	2022.6411	USA	ARIZONA	USA																		0	070	070	07	2	7.0	3	1	3	-2.78770550393138	3	Lake Powell, Arizona, United States	US	USAZ	UT025	36.9361	-111.484	1431462	0								3	Lake Powell, Arizona, United States	US	USAZ		36.9361	-111.484	1431462	20220824103000	https://www.eastvalleytribune.com/interstate-water-brawl-leaves-cities-in-lurch/article_c3b35143-d88b-5f8d-b2ad-3e41429210b9.html
1059955234	20220824	202208	2022	2022.6411	USA	TENNESSEE	USA																		0	080	080	08	2	5.0	5	1	5	-0.12547051442911	2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	0								2	Tennessee, United States	US	USTN		35.7449	-86.7489	TN	20220824103000	https://www.northwestgeorgianews.com/rome/opinion/columns/column-too-big-for-our-breeches/article_21ba7838-230c-11ed-aacf-d3ab6bd25e0c.html
1059955235	20220824	202208	2022	2022.6411	USA	PENNSYLVANIA	USA																		1	0831	083	08	2	5.0	10	1	10	-2.33644859813084	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20220824103000	https://triblive.com/opinion/editorial-why-wont-gop-lawmakers-fix-the-voting-law-they-dont-like/
1059955236	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	090	090	09	2	-2.0	2	1	2	-0.85929108485499	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	0								3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	20220824103000	https://www.vnews.com/Hartford-Town-Manager-gets-six-month-review-one-year-late-47618180
1059955237	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	090	090	09	2	-2.0	2	1	2	-0.85929108485499	3	Berkeley, California, United States	US	USCA	CA001	37.8716	-122.273	1658037	0								3	Mills College, California, United States	US	USCA		37.7796	-122.182	228767	20220824103000	https://www.vnews.com/Hartford-Town-Manager-gets-six-month-review-one-year-late-47618180
1059955238	20220824	202208	2022	2022.6411	USA	CALIF	USA																		0	090	090	09	2	-2.0	6	1	6	-0.85929108485499	3	Mills College, California, United States	US	USCA	CA001	37.7796	-122.182	228767	0								3	Mills College, California, United States	US	USCA		37.7796	-122.182	228767	20220824103000	https://www.vnews.com/Hartford-Town-Manager-gets-six-month-review-one-year-late-47618180
1059955239	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	112	112	11	3	-2.0	4	1	4	-5.62560620756547	3	Topeka Police Department, Kansas, United States	US	USKS	KS177	39.0549	-95.6703	2504074	0								3	Topeka Police Department, Kansas, United States	US	USKS		39.0549	-95.6703	2504074	20220824103000	https://www.cjonline.com/story/news/crime/2022/08/23/defense-calls-witnesses-dana-chandler-murder-trial/7867754001/
1059955240	20220824	202208	2022	2022.6411	USA	IDAHO	USA																		1	115	115	11	3	-2.0	2	1	2	-5.8659217877095	2	Idaho, United States	US	USID		44.2394	-114.51	ID	0								2	Idaho, United States	US	USID		44.2394	-114.51	ID	20220824103000	https://www.mtexpress.com/news/health/district-judge-to-decide-by-wednesday-whether-to-pause-idaho-s-trigger-ban-on-abortions/article_c6794848-2318-11ed-99f4-6b2d0e76ee2c.html
1059955241	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	120	120	12	3	-4.0	6	1	6	-4.06885758998435	3	Knox County, Maine, United States	US	USME	ME013	43.8501	-69.3328	581292	0								3	Knox County, Maine, United States	US	USME		43.8501	-69.3328	581292	20220824103000	https://knox.villagesoup.com/2022/08/24/legality-of-airport-moratorium-questioned/
1059955242	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	124	124	12	3	-4.0	4	1	4	-1.96078431372549	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	0								2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20220824103000	https://www.civilbeat.org/2022/08/an-explosive-report-on-the-former-state-auditor-describes-an-office-in-turmoil/
1059955243	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	130	130	13	3	-4.4	10	1	10	-2.28802153432032	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20220824103000	https://abcnews.go.com/International/ukrainian-celebrates-independence-day-marks-months-war/story?id=88728029
1059955244	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	172	172	17	4	-5.0	6	1	6	-5.31914893617022	4	Coningsby, Lincolnshire, United Kingdom	UK	UKH7	40120	53.1167	-0.166667	-2593146	0								4	Coningsby, Lincolnshire, United Kingdom	UK	UKH7	40120	53.1167	-0.166667	-2593146	20220824103000	https://ca.news.yahoo.com/2022s-extreme-weather-095209869.html
1059955245	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	173	173	17	4	-5.0	1	1	1	-5.62560620756547	3	Shawnee County, Kansas, United States	US	USKS	KS177	39.05	-95.7669	485051	0								3	Shawnee County, Kansas, United States	US	USKS		39.05	-95.7669	485051	20220824103000	https://www.cjonline.com/story/news/crime/2022/08/23/defense-calls-witnesses-dana-chandler-murder-trial/7867754001/
1059955246	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	173	173	17	4	-5.0	2	1	2	-14.6788990825688	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Jefferson County, Iowa, United States	US	USIA		41.0334	-91.9502	465239	20220824103000	https://www.kbur.com/2022/08/24/se-iowa-man-charged-following-insurance-fraud-investigation/
1059955247	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	173	173	17	4	-5.0	2	1	2	-2.66378689704824	2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	0								2	Vermont, United States	US	USVT		44.0407	-72.7093	VT	20220824103000	https://www.vnews.com/border-patrol-reports-more-encounters-in-Vermont-47730065
1059955248	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	180	180	18	4	-9.0	2	1	2	-6.19212962962963	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20220824103000	https://www.texastribune.org/2022/08/24/texas-prisons-air-conditioning/
1059955249	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		1	190	190	19	4	-10.0	4	1	4	-5.62560620756547	3	Shawnee County, Kansas, United States	US	USKS	KS177	39.05	-95.7669	485051	0								3	Shawnee County, Kansas, United States	US	USKS		39.05	-95.7669	485051	20220824103000	https://www.cjonline.com/story/news/crime/2022/08/23/defense-calls-witnesses-dana-chandler-murder-trial/7867754001/
1059955250	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA																		0	193	193	19	4	-10.0	4	1	4	-5.62560620756547	3	Shawnee County, Kansas, United States	US	USKS	KS177	39.05	-95.7669	485051	0								3	Shawnee County, Kansas, United States	US	USKS		39.05	-95.7669	485051	20220824103000	https://www.cjonline.com/story/news/crime/2022/08/23/defense-calls-witnesses-dana-chandler-murder-trial/7867754001/
1059955251	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								AFG	AFGHANISTAN	AFG								0	013	013	01	1	0.4	2	1	2	-5.52380952380952	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220824103000	https://www.foxnews.com/politics/republicans-say-afghanistan-withdrawal-haunting-americans-vow-lead-charge-honoring-sacrifice
1059955252	20220824	202208	2022	2022.6411	USA	UNITED STATES	USA								AFG	AFGHANISTAN	AFG								0	013	013	01	1	0.4	2	1	2	-5.52380952380952	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20220824103000	https://www.foxnews.com/politics/republicans-say-afghanistan-withdrawal-haunting-americans-vow-lead-charge-honoring-sacrifice
1059955253	20220824	202208	2022	2022.6411	USA	INDIANA	USA								BUS	COMPANY						BUS			1	031	031	03	1	5.2	10	1	10	-1.46520146520147	0								0								0								20220824103000	http://www.courant.com/news/connecticut/hc-news-connecticut-cromwell-warehouse-20220824-62472isdt5bjpkk6fiunusrw3y-story.html
1059955254	20220824	202208	2022	2022.6411	USA	MASSACHUSETTS	USA								COP	POLICE						COP			1	010	010	01	1	0.0	10	1	10	0	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20220824103000	https://www.wbur.org/news/2022/08/24/post-massachusetts-police-certify-boston-delay
